Redshift Alpha err
1.08 0.43 0.34  
1.14 -0.75 0.55 
1.15 -0.01 0.18 
1.15 0.05 0.24 
1.34 -0.07 0.66 
1.58 -0.15 0.26 
1.66 -0.47 0.53 
1.69 0.13 0.26 
1.74 -0.79 0.62 
1.80 -0.64 0.72
1.84 0.57 0.27 
0.452100000000000 -0.459000000000000 0.787000000000000
0.949100000000000 -1.53400000000000 2.78800000000000
1.58640000000000 -0.410000000000000 1.00300000000000
1.54190000000000 -5.27000000000000 0.906000000000000
1.98860000000000 0.266000000000000 1.94500000000000
2.16790000000000 1.38100000000000 0.944000000000000
1.20300000000000 0.772000000000000 1.19000000000000
0.635100000000000 -0.673000000000000 3.54500000000000
0.636300000000000 -1.56100000000000 3.91400000000000
0.857500000000000 1.26600000000000 1.82600000000000
1.14680000000000 -1.58100000000000 2.92200000000000
2.02920000000000 -0.909000000000000 0.934000000000000
2.10950000000000 0.386000000000000 2.85600000000000
2.24850000000000 -1.23000000000000 0.672000000000000
1.26790000000000 1.07600000000000 1.93100000000000
1.53360000000000 -0.456000000000000 0.903000000000000
1.79750000000000 0.443000000000000 0.548000000000000
2.30920000000000 -0.0820000000000000 0.563000000000000
1.93280000000000 2.18400000000000 2.45400000000000
1.18270000000000 0.142000000000000 0.950000000000000
1.34990000000000 0.0840000000000000 0.378000000000000
0.822100000000000 0.702000000000000 1.05000000000000
0.859300000000000 -0.677000000000000 2.51600000000000
1.24330000000000 1.83800000000000 1.22100000000000
1.91020000000000 -3.87200000000000 3.11100000000000
1.85660000000000 0.236000000000000 1.44500000000000
0.340000000000000 -6.74800000000000 3.91400000000000
1.71010000000000 -1.46500000000000 2.35700000000000
0.769300000000000 2.64700000000000 4.28800000000000
1.18460000000000 -1.51300000000000 2.75400000000000
1.63590000000000 1 1.11000000000000
1.63730000000000 -0.187000000000000 1.02000000000000
1.65740000000000 -0.137000000000000 1.01000000000000
0.762700000000000 0.440000000000000 0.988000000000000
0.970900000000000 -4.48500000000000 4.21600000000000
